Domain,Area,Element,Item,Year,Value
"Suite of Food Security Indicators","Netherlands (Kingdom of the)","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","1.6"
"Suite of Food Security Indicators","Netherlands (Kingdom of the)","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","2.2"
"Suite of Food Security Indicators","Netherlands (Kingdom of the)","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024","3.2"
"Suite of Food Security Indicators","Netherlands (Kingdom of the)","Value","Political stability and absence of violence/terrorism (index)","2021","0.89"
"Suite of Food Security Indicators","Netherlands (Kingdom of the)","Value","Political stability and absence of violence/terrorism (index)","2022","0.73"
"Suite of Food Security Indicators","Netherlands (Kingdom of the)","Value","Number of obese adults (18 years and older) (million)","2021","2"
"Suite of Food Security Indicators","Netherlands (Kingdom of the)","Value","Number of obese adults (18 years and older) (million)","2022","2.1"
"Suite of Food Security Indicators","New Caledonia","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","New Caledonia","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","New Caledonia","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","New Caledonia","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","New Caledonia","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","New Caledonia","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","New Caledonia","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","New Caledonia","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","New Caledonia","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","New Zealand","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","47997"
"Suite of Food Security Indicators","New Zealand","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","49619"
"Suite of Food Security Indicators","New Zealand","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","49084"
"Suite of Food Security Indicators","New Zealand","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","48163"
"Suite of Food Security Indicators","New Zealand","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","3.3"
"Suite of Food Security Indicators","New Zealand","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023","3.8"
"Suite of Food Security Indicators","New Zealand","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024","4.3"
"Suite of Food Security Indicators","New Zealand","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022","4"
"Suite of Food Security Indicators","New Zealand","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023","4.3"
"Suite of Food Security Indicators","New Zealand","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024","4.6"
"Suite of Food Security Indicators","New Zealand","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022","2.7"
"Suite of Food Security Indicators","New Zealand","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023","3.2"
"Suite of Food Security Indicators","New Zealand","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024","4"
"Suite of Food Security Indicators","New Zealand","Value","Political stability and absence of violence/terrorism (index)","2021","1.39"
"Suite of Food Security Indicators","New Zealand","Value","Political stability and absence of violence/terrorism (index)","2022","1.32"
"Suite of Food Security Indicators","New Zealand","Value","Number of obese adults (18 years and older) (million)","2021","1.3"
"Suite of Food Security Indicators","New Zealand","Value","Number of obese adults (18 years and older) (million)","2022","1.4"
"Suite of Food Security Indicators","Nicaragua","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","7119"
"Suite of Food Security Indicators","Nicaragua","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","7278"
"Suite of Food Security Indicators","Nicaragua","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","7497"
"Suite of Food Security Indicators","Nicaragua","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Nicaragua","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Nicaragua","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Nicaragua","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Nicaragua","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Nicaragua","Value","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Nicaragua","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2020-2022",""
"Suite of Food Security Indicators","Nicaragua","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2021-2023",""
"Suite of Food Security Indicators","Nicaragua","Value","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","2022-2024",""
"Suite of Food Security Indicators","Nicaragua","Value","Political stability and absence of violence/terrorism (index)","2021","-0.47"
"Suite of Food Security Indicators","Nicaragua","Value","Political stability and absence of violence/terrorism (index)","2022","-0.36"
"Suite of Food Security Indicators","Niger","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2021","1586"
"Suite of Food Security Indicators","Niger","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2022","1718"
"Suite of Food Security Indicators","Niger","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2023","1690"
"Suite of Food Security Indicators","Niger","Value","Gross domestic product per capita, PPP, (constant 2021 international $)","2024","1773"
"Suite of Food Security Indicators","Niger","Value","Prevalence of severe food insecurity in the total population (percent) (3-year average)","2020-2022","7.7"
