"","","","2020-2022 [20202022]","2020-2022 [20202022]","2020-2022 [20202022]","2020-2022 [20202022]","2021 [2021]","2021 [2021]","2021 [2021]","2021 [2021]","2021-2023 [20212023]","2021-2023 [20212023]","2021-2023 [20212023]","2021-2023 [20212023]","2022 [2022]","2022 [2022]","2022 [2022]","2022 [2022]","2022-2024 [20222024]","2022-2024 [20222024]","2022-2024 [20222024]","2022-2024 [20222024]","2023 [2023]","2023 [2023]","2023 [2023]","2023 [2023]","2024 [2024]","2024 [2024]","2024 [2024]","2024 [2024]"
"Niue [570]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","<0.1","Figure from external organization","","","","","","million No","<0.1","Figure from external organization","","","","","","","","","","","","",""
"Niue [570]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Niue [570]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Niue [570]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Niue [570]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"North Macedonia [807]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","22143","Figure from external organization","","","","","","Int$/cap","22821","Figure from external organization","","","","","","Int$/cap","23344","Figure from external organization","","Int$/cap","24464","Figure from external organization",""
"North Macedonia [807]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","0.5","Figure from external organization","","","","","","million No","0.5","Figure from external organization","","","","","","","","","","","","",""
"North Macedonia [807]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","0.06","Figure from external organization","","","","","","","0.18","Figure from external organization","","","","","","","","","","","","",""
"North Macedonia [807]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","7.3","Estimated value","FAO data","","","","","%","6","Estimated value","FAO data","","","","","%","4.2","Estimated value","FAO data","","","","","","","",""
"North Macedonia [807]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","6.4","Estimated value","FAO data","","","","","%","3.7","Estimated value","FAO data","","","","","%","2.6","Estimated value","FAO data","","","","","","","",""
"North Macedonia [807]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","6.9","Estimated value","FAO data","","","","","%","4.8","Estimated value","FAO data","","","","","%","3.4","Estimated value","FAO data","","","","","","","",""
"Norway [578]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","88984","Figure from external organization","","","","","","Int$/cap","91051","Figure from external organization","","","","","","Int$/cap","90086","Figure from external organization","","Int$/cap","91108","Figure from external organization",""
"Norway [578]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","0.8","Figure from external organization","","","","","","million No","0.8","Figure from external organization","","","","","","","","","","","","",""
"Norway [578]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","1.09","Figure from external organization","","","","","","","0.86","Figure from external organization","","","","","","","","","","","","",""
"Norway [578]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","0.7","Estimated value","FAO data","","","","","%","1","Estimated value","FAO data","","","","","%","1.2","Estimated value","FAO data","","","","","","","",""
"Norway [578]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","1.7","Estimated value","FAO data","","","","","%","1.8","Estimated value","FAO data","","","","","%","1.9","Estimated value","FAO data","","","","","","","",""
"Norway [578]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","1.2","Estimated value","FAO data","","","","","%","1.4","Estimated value","FAO data","","","","","%","1.6","Estimated value","FAO data","","","","","","","",""
"Oman [512]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","38720","Figure from external organization","","","","","","Int$/cap","39780","Figure from external organization","","","","","","Int$/cap","37709","Figure from external organization","","Int$/cap","36654","Figure from external organization",""
"Oman [512]","Value [6132]","Number of obese adults (18 years and older) (million) [210420]","","","","","million No","1","Figure from external organization","","","","","","million No","1","Figure from external organization","","","","","","","","","","","","",""
"Oman [512]","Value [6132]","Political stability and absence of violence/terrorism (index)","","","","","","0.43","Figure from external organization","","","","","","","0.53","Figure from external organization","","","","","","","","","","","","",""
"Oman [512]","Value [6132]","Prevalence of severe food insecurity in the female adult population (percent) (3-year average) [210401F]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Oman [512]","Value [6132]","Prevalence of severe food insecurity in the male adult population (percent) (3-year average) [210401M]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Oman [512]","Value [6132]","Prevalence of severe food insecurity in the total population (percent) (3-year average) [210401]","%","","Missing value","","","","","","%","","Missing value","","","","","","%","","Missing value","","","","","","","","",""
"Pakistan [586]","Value [6132]","Gross domestic product per capita, PPP, (constant 2021 international $) [22013]","","","","","Int$/cap","5367","Figure from external organization","","","","","","Int$/cap","5526","Figure from external organization","","","","","","Int$/cap","5439","Figure from external organization","","Int$/cap","5531","Figure from external organization",""
